Ano de exibição;Título da Obra;Gênero
2021;Quem Vai Ficar Com Mário;Ficção
2021;Querido Evan Hansen;Ficção
2021;Raia 4;Ficção
2021;Reação Em Cadeia;Ficção
2021;Resident Evil: Bem-Vindo À Raccoon City;Ficção
2021;Rodantes;Ficção
2021;Rogai Por Nós;Ficção
2021;Sanctorum;Ficção
2021;Selvagem;Ficção
2021;Sem Ressentimentos;Ficção
2021;Sem Saída;Ficção
2021;Shang-Chi E A Lenda Dos Dez Aneis;Ficção
2021;Sibyl;Ficção
2021;Skin - A Flor Da Pele;Ficção
2021;Slalom: Até O Limite;Ficção
2021;Sob As Escadas De Paris;Ficção
2021;Sombra Do Reino, A;Ficção
2021;Suk Suk - Um Amor Em Segredo;Ficção
2021;Tais & Taiane;Ficção
2021;Tempo;Ficção
2021;The Father;Ficção
2021;The Night House;Ficção
2021;Tick, Tick...Boom!;Ficção
2021;Turma Da Mônica: Lições;Ficção
2021;Um Animal Amarelo;Ficção
2021;Um Casal Inseparável;Ficção
2021;Um Dia Com Jerusa;Ficção
2021;Um Divã Na Tunísia;Ficção
2021;Um Lugar Silencioso - Parte Ii;Ficção
2021;Um Tio Quase Perfeito 2;Ficção
2021;Uma História De Família;Ficção
2021;Uma Janela Para O Mar;Ficção
2021;Uma Noite De Crime: A Fronteira;Ficção
2021;Un Crimen Común;Ficção
2021;Undine;Ficção
2021;Unidas Pela Esperança;Ficção
2021;Valentina;Ficção
2021;Velozes & Furiosos 9;Ficção
2021;Veneza;Ficção
2021;Venom: Tempo De Carnificina;Ficção
2021;Vento Seco;Ficção
2021;Verão De 85;Ficção
2021;Vigaristas Em Hollywood;Ficção
2021;Virando A Mesa;Ficção
2021;Viúva Negra;Ficção
2021;Wandering Heart;Ficção
2021;Yalda – Uma Noite De Perdão;Ficção
2021;Your Eyes Tell;Ficção
2022;#;Ficção
2022;@Arthurrambo - Ódio Nas Redes;Ficção
2022;1982;Ficção
2022;45 Do Segundo Tempo;Ficção
2022;A Acusação;Ficção
2022;A Batalha De Shangri-Lá;Ficção
2022;A Boa Mãe;Ficção
2022;A Brigada Da Chef;Ficção
2022;A Colmeia;Ficção
2022;A Conferência;Ficção
2022;A Criança Do Diabo;Ficção
2022;A Espera De Liz;Ficção
2022;A Farsa;Ficção
2022;A Felicidade Das Coisas;Ficção
2022;A Felicidade Das Pequenas Coisas;Ficção
2022;A Fera;Ficção
2022;A Fratura;Ficção
2022;A Hora Do Desespero;Ficção
2022;A Ilha De Bergman;Ficção
2022;A Jaula;Ficção
2022;A Luta De Uma Vida;Ficção
2022;A Luz Do Demônio;Ficção
2022;A Mãe;Ficção
2022;A Maldição Do Quarto 203;Ficção
2022;A Maldição: Despertar Dos Mortos;Ficção
2022;A Médium;Ficção
2022;A Mesma Parte De Um Homem;Ficção
2022;A Morte Habita À Noite;Ficção
2022;A Mulher De Um Espião;Ficção
2022;A Mulher Que Fugiu;Ficção
2022;A Mulher Rei;Ficção
2022;A Noite Do Triunfo;Ficção
2022;A Pior Pessoa Do Mundo;Ficção
2022;A Professora De Violino;Ficção
2022;A Queda;Ficção
2022;A Queda;Ficção
2022;A Suspeita;Ficção
2022;A Última Chamada;Ficção
2022;A Viagem De Pedro;Ficção
2022;Abestalhados 2;Ficção
2022;Acampamento Intergaláctico;Ficção
2022;Adão Negro;Ficção
2022;Adeus, Idiotas;Ficção
2022;After - Depois Da Promessa;Ficção
2022;Aftersun;Ficção
2022;Agente Das Sombras;Ficção
2022;Águas Selvagens;Ficção
2022;Aldeotas;Ficção
2022;Alemão 2;Ficção
2022;Alice Dos Anjos;Ficção
2022;Alice No Mundo Da Internet;Ficção
2022;Aline A Voz Do Amor;Ficção
2022;Amado;Ficção
2022;Amantes;Ficção
2022;Ambulância: Um Dia De Crime;Ficção
2022;Amigos De Risco;Ficção
2022;Amira;Ficção
2022;Amor De Redenção;Ficção
2022;Amsterdam;Ficção
2022;Animais Fantásticos: Os Segredos De Dumbledore;Ficção
2022;Aos Nossos Filhos;Ficção
2022;Armadilha Explosiva;Ficção
2022;Armageddon Time;Ficção
2022;As Agentes 355;Ficção
2022;As Almas Que Dançam No Escuro;Ficção
2022;As Verdades;Ficção
2022;Assalto Na Paulista;Ficção
2022;Assassino Sem Rastro;Ficção
2022;Até A Morte: Sobreviver É A Melhor Vingança;Ficção
2022;Até Os Ossos;Ficção
2022;Avatar: O Caminho Da Água;Ficção
2022;Avó Dezanove E O Segredo Do Soviético;Ficção
2022;Ballad Of A White Cow;Ficção
2022;Bardo, Falsa Crónica De Algumas De Verdades;Ficção
2022;Batman;Ficção
2022;Belfast;Ficção
2022;Bem-Vinda A Quixeramobim;Ficção
2022;Bem-Vindos A Bordo;Ficção
2022;Benedetta;Ficção
2022;Boa Sorte, Leo Grande;Ficção
2022;Breve História Do Planeta Verde;Ficção
2022;Caça Implacável;Ficção
2022;Caixa Preta;Ficção
2022;Cano Serrado;Ficção
2022;Carro Rei;Ficção
2022;Carvão;Ficção
2022;Casa De Antiguidades;Ficção
2022;Case Comigo;Ficção
2022;Chamas Da Vingança;Ficção
2022;Cidade Perdida;Ficção
2022;Clara Sola;Ficção
2022;Coisa Pública;Ficção
2022;Com Amor E Fúria;Ficção
2022;Como Agradar Uma Mulher;Ficção
2022;Contactado;Ficção
2022;Contágio Zero;Ficção
2022;Contratempos;Ficção
2022;Convite Maldito;Ficção
2022;Cordialmente Teus;Ficção
2022;Crimes Of The Future;Ficção
2022;Crocodilos - A Morte Te Espera;Ficção
2022;Curtas Jornadas Noite Adentro;Ficção
2022;De Repente Drag;Ficção
2022;De Volta À Borgonha;Ficção
2022;Delicioso: Da Cozinha Para O Mundo;Ficção
2022;Dentro Da Caixinha - Segredo De Criança;Ficção
2022;Desaparecidos;Ficção
2022;Desterro;Ficção
2022;Detetives Do Prédio Azul 3 - Uma Aventura No Fim Do Mundo;Ficção
2022;Diário De Viagem;Ficção
2022;Diários De Otsoga;Ficção
2022;Dissonantes;Ficção
2022;Dog - A Aventura De Uma Vida;Ficção
2022;Doutor Estranho No Multiverso Da Loucura;Ficção
2022;Downton Abbey Ii: Uma Nova Era;Ficção
2022;Drive My Car;Ficção
2022;Duetto;Ficção
2022;Eduardo E Mônica;Ficção
2022;Eike, Tudo Ou Nada;Ficção
2022;Ela Disse;Ficção
2022;Ela E Eu;Ficção
2022;Elvis;Ficção
2022;Enquanto Vivo;Ficção
2022;Entre Rosas;Ficção
2022;Era Uma Vez Um Gênio;Ficção
2022;Esperando Bojangles;Ficção
2022;Está Tudo Bem;Ficção
2022;Eu Não Choro;Ficção
2022;Eu, Um Outro;Ficção
2022;Exorcismo Sagrado;Ficção
2022;Fabian - O Mundo Está Acabando;Ficção
2022;Fado Tropical;Ficção
2022;Fora De Cena;Ficção
2022;Força Bruta;Ficção
2022;Fortaleza Hotel;Ficção
2022;Garota Inflamável;Ficção
2022;Garoto Chiffon;Ficção
2022;Gêmeo Maligno;Ficção
2022;Golias;Ficção
2022;Halloween Ends;Ficção
2022;Homem-Aranha, Sem Volta Para Casa - Versão Estendia;Ficção
2022;Homens À Beira De Um Ataque De Nervos;Ficção
2022;Il Buco;Ficção
2022;Ilusões Perdidas;Ficção
2022;Incompatível;Ficção
2022;Ingresso Para O Paraíso;Ficção
2022;Irmãos De Honra;Ficção
2022;Jesus Kid;Ficção
2022;Juntos E Enrolados;Ficção
2022;Jurassic World: Domínio;Ficção
2022;King'S Man: A Origem;Ficção
2022;Klondike;Ficção
2022;Kompromat - O Dossiê Russo;Ficção
2022;La Teoria De Los Vidrios Rotos;Ficção
2022;Licorice Pizza;Ficção
2022;Ligação Explosiva;Ficção
2022;Lilo, Lilo, Crocodilo;Ficção
2022;Lima Barreto, Ao Terceiro Dia;Ficção
2022;Lola E O Mar;Ficção
2022;Lola E Seus Irmãos;Ficção
2022;Luta Pela Fé A História Do Padre Stu;Ficção
2022;Luta Pela Liberdade;Ficção
2022;Má Sorte No Sexo Ou Pornô Acidental;Ficção
2022;Madres Paralelas;Ficção
2022;Madrugada Em Paris;Ficção
2022;Maior Que O Mundo;Ficção
2022;Mais Que Amigos;Ficção
2022;Mali Twist;Ficção
2022;Mar De Dentro;Ficção
2022;Marte Um;Ficção
2022;Matar A La Bestia;Ficção
2022;Mateína;Ficção
2022;Me Tira Da Mira;Ficção
2022;Medida Provisória;Ficção
2022;Memoria;Ficção
2022;Men - Faces Do Medo;Ficção
2022;Ménage;Ficção
2022;Mentes Extraordinárias;Ficção
2022;Meu Álbum De Amores;Ficção
2022;Meu Filho É Um Craque;Ficção
2022;Mi Iubita, Meu Amor;Ficção
2022;Milagre Das Águas;Ficção
2022;Minha Familia Perfeita;Ficção
2022;Mirador;Ficção
2022;Miss França;Ficção
2022;Moonfall;Ficção
2022;Morbius;Ficção
2022;Morte Morte Morte;Ficção
2022;Morte No Nilo;Ficção
2022;Mudança;Ficção
2022;Na Rédea Curta;Ficção
2022;Nada É Por Acaso;Ficção
2022;Não Se Preocupe, Querida;Ficção
2022;Não! Não Olhe!;Ficção
2022;No Outro Encontro Você;Ficção
2022;No Ritmo Da Vida;Ficção
2022;Noite Infeliz;Ficção
2022;Noites De Paris;Ficção
2022;Nunca Fomos Tão Modernos;Ficção
2022;O Acontecimento;Ficção
2022;O Amor Dá Voltas;Ficção
2022;O Beco Do Pesadelo;Ficção
2022;O Chef;Ficção
2022;O Clube Dos Anjos;Ficção
2022;O Comedy Clube;Ficção
2022;O Debate;Ficção
2022;O Destino De Haffmann;Ficção
2022;O Festival Do Amor;Ficção
2022;O Homem Do Norte;Ficção
2022;O Livro Dos Prazeres;Ficção
2022;O Menu;Ficção
2022;O Pacto;Ficção
2022;O Pai Da Rita;Ficção
2022;O Palestrante;Ficção
2022;O Peso Do Talento;Ficção
2022;O Próximo Passo;Ficção
2022;O Quarto Ao Lado;Ficção
2022;O Rio De Janeiro De Ho Chi Minh;Ficção
2022;O Ritual: Presença Maligna;Ficção
2022;O Segredo De Madeleine Collins;Ficção
2022;O Telefone Preto;Ficção
2022;O Tesouro Do Pequeno Nicolau;Ficção
2022;O Traidor;Ficção
2022;O Truque Da Galinha;Ficção
2022;Onoda – 10 Mil Noites Na Selva;Ficção
2022;Orfa 2: A Origem;Ficção
2022;Os Amores Dela;Ficção
2022;Os Bravos Nunca Se Calam;Ficção
2022;Os Escravos De Jó;Ficção
2022;Os Primeiros Soldados;Ficção
2022;Os Suburbanos - O Filme;Ficção
2022;Oxigênio;Ficção
2022;Pacified;Ficção
2022;Paixões Recorrentes;Ficção
2022;Paloma;Ficção
2022;Pânico;Ficção
2022;Pantera Negra: Wakanda Para Sempre;Ficção
2022;Papai É Pop;Ficção
2022;Paradise - Uma Nova Vida;Ficção
2022;Paris, 13º Distrito;Ficção
2022;Passagem Secreta;Ficção
2022;Pequena Mamae;Ficção
2022;Pequenos Guerreiros;Ficção
2022;Peter Von Kant;Ficção
2022;Plano A;Ficção
2022;Pluft, O Fantasminha;Ficção
2022;Porfírio Do Amaral - A Verdade Sobre O Samba;Ficção
2022;Predestinado: Arigó E O Espírito Do Dr. Fritz;Ficção
2022;Primavera;Ficção
2022;Procura-Se;Ficção
2022;Pronto, Falei. E A História De Como Isso Aconteceu;Ficção
2022;Pureza;Ficção
2022;Quatro Amigas Numa Fria;Ficção
2022;Rebento;Ficção
2022;Rir Pra Não Chorar;Ficção
2022;Roda Do Destino;Ficção
2022;Ruído Branco;Ficção
2022;Segredos Em Família;Ficção
2022;Seguindo Todos Os Protocolos;Ficção
2022;Sempre Em Frente;Ficção
2022;Serial Kelly;Ficção
2022;Sistema Bruto;Ficção
2022;Sol;Ficção
2022;Sonic 2 - O Filme;Ficção
2022;Sorria;Ficção
2022;Spencer;Ficção
2022;Sra. Harris Vai A Paris;Ficção
2022;Sujeito Oculto;Ficção
2022;Super Quem ?;Ficção
2022;Tantas Almas;Ficção
2022;Terrifier 2;Ficção
2022;Terror No Estúdio 666;Ficção
2022;Thor: Amor E Trovão;Ficção
2022;Tô Ryca! 2;Ficção
2022;Top Gun: Maverick;Ficção
2022;Tralala;Ficção
2022;Tre Piani;Ficção
2022;Trem-Bala;Ficção
2022;Tubarão: Mar De Sangue;Ficção
2022;Tudo Em Todo O Lugar Ao Mesmo Tempo;Ficção
2022;Um Broto Legal;Ficção
2022;Um Conto De Amor E Desejo;Ficção
2022;Um Dia Para Sempre;Ficção
2022;Um Dia Qualquer;Ficção
2022;Um Diário Para Jordan: Memórias De Amor E Perda;Ficção
2022;Um Herói;Ficção
2022;Um Lugar Bem Longe Daqui;Ficção
2022;Uma Mulher Do Mundo;Ficção
2022;Uma Pitada De Sorte;Ficção
2022;Uncharted: Fora Do Mapa;Ficção
2022;Vale Night;Ficção
2022;Veja Por Mim;Ficção
2022;Vitalina Varela;Ficção
2022;X - A Marca Da Morte;Ficção
2009;1983.. O Ano Azul;Documentário
2009;23 Anos Em 7 Segundos: 1977 - O Fim Do Jejum Corinthiano;Documentário
2009;A Era Da Estupidez;Documentário
2009;A Morte Inventada - Alienação Parental;Documentário
2009;Abba O Filme;Documentário
2009;Alô, Alô, Terezinha!;Documentário
2009;American Teen;Documentário
2009;Anabazys;Documentário
2009;As Cantoras Do Rádio;Documentário
2009;Aventuras Do Surf Ii;Documentário
2009;Batatinha Poeta Do Samba;Documentário
2009;Br-3 - A Peça;Documentário
2009;Br-3 Documentário;Documentário
2009;Cidadão Boilesen;Documentário
2009;Cinderelas, Lobos E Um Príncipe Encantado;Documentário
2009;Contratempo - Uma Valsa Da Dor;Documentário
2009;Coração Vagabundo;Documentário
2009;Corpo Do Rio;Documentário
2009;Eliezer Batista - O Engenheiro Do Brasil;Documentário
2009;Entre A Luz E A Sombra;Documentário
2009;Estação Espacial 3D;Documentário
2009;Fados;Documentário
2009;Fiel - O Filme;Documentário
2009;Fumando Espero;Documentário
2009;Fundo Do Mar 3D;Documentário
2009;Garapa;Documentário
2009;Herbert De Perto;Documentário
2009;Home - Nosso Planeta, Nossa Casa;Documentário
2009;Inútil;Documentário
2009;Iron Maiden: Flight 666;Documentário
2009;Jonas Brothers 3D: O Show;Documentário
2009;Kfz-1348;Documentário
2009;Kurt Cobain - Retrato De Uma Ausência;Documentário
2009;Loki - Arnaldo Baptista;Documentário
2009;Mataram Irmã Dorothy;Documentário
2009;Michael Jackson This Is It;Documentário
2009;Moscou;Documentário
2009;Nada Vai Nos Separar;Documentário
2009;Naufrágio - Mistério E Morte Na Catástrofe Do Príncipe De Astúrias;Documentário
2009;Novo Século Americano;Documentário
2009;O Diário De Sintra;Documentário
2009;O Equilibrista;Documentário
2009;O Milagre De Santa Luzia;Documentário
2009;O Nome Dela É Sabine;Documentário
2009;O Poder Do Soul;Documentário
2009;Palavra (En)Cantada;Documentário
2009;Patativa Do Assaré - Ave Poesia;Documentário
2009;Paulo Gracindo - O Bem Amado;Documentário
2009;Senhores Do Vento;Documentário
2009;Simonal - Ninguém Sabe O Duro Que Dei;Documentário
2009;Terra;Documentário
2009;Titãs - A Vida Até Parece Uma Festa;Documentário
2009;Um Homem De Moral;Documentário
2009;Um Taxi Para A Escuridão;Documentário
2009;Vamos Subir, Leão;Documentário
2009;Velhas Guardas;Documentário
2009;Waldick, Sempre No Meu Coração;Documentário
2009;Zico Na Rede;Documentário
2010;A Alma Do Osso;Documentário
2010;A Falta Que Me Faz;Documentário
2010;A Todo Volume;Documentário
2010;Acácio;Documentário
2010;Ao Sul Da Fronteira;Documentário
2010;As Cartas Psicografadas Por Chico Xavier;Documentário
2010;B1 - Tenório Em Pequim;Documentário
2010;Caro Francis;Documentário
2010;Cildo;Documentário
2010;Depois De Ontem, Antes De Amanhã;Documentário
2010;Doce Brasil Holandês;Documentário
2010;Dzi Croquettes;Documentário
2010;Elevado 3.5;Documentário
2010;Elza;Documentário
2010;Godard, Truffaut E A Nouvelle Vague;Documentário
2010;Grêmio 10X0;Documentário
2010;Jards Macalé - Um Morcego Na Porta Principal;Documentário
2010;José E Pilar;Documentário
2010;Luto Como Mãe;Documentário
2010;No Meio Do Mundo;Documentário
2010;O Abraço Corporativo;Documentário
2010;O Homem Que Engarrafava Nuvens;Documentário
2010;O Inferno De Henri-Georges Clouzot;Documentário
2010;O Louco Amor De Yves Saint Laurent;Documentário
2010;Oceanos;Documentário
2010;Os Estados Unidos Contra John Lennon;Documentário
2010;Pachamama;Documentário
2010;Pecados Do Meu Pai;Documentário
2010;Programa Casé – O Que A Gente Não Inventa, Não Existe;Documentário
2010;Rita Cadillac, A Lady Do Povo;Documentário
2010;Senna;Documentário
2010;Só Dez Por Cento É Mentira;Documentário
2010;Soberano – Seis Vezes São Paulo;Documentário
2010;Supremacia Vermelha;Documentário
2010;Terra Deu, Terra Come;Documentário
2010;Terras;Documentário
2010;Todo Poderoso: O Filme - 100 Anos De Timão;Documentário
2010;Tyson;Documentário
2010;Um Lugar Ao Sol;Documentário
2010;Um Mar De Aventuras 3D;Documentário
2010;Uma Noite Em 67;Documentário
2010;Utopia E Barbárie;Documentário
2010;Vida Sobre Rodas;Documentário
2010;Vittorio De Sica – Minha Vida, Meus Amores;Documentário
2011;2012 - Tempo De Mudança;Documentário
2011;4 X Timão - A Conquista Do Tetra;Documentário
2011;A Casa De Sandro;Documentário
2011;À Margem Do Lixo;Documentário
2011;As Canções;Documentário
2011;As Praias De Agnès;Documentário
2011;Avenida Brasília Formosa;Documentário
2011;Bahêa Minha Vida;Documentário
2011;Bebês;Documentário
2011;Belair;Documentário
2011;Chantal Akerman, De Cá;Documentário
2011;Cortina De Fumaça;Documentário
2011;Corumbiara;Documentário
2011;Crítico;Documentário
2011;Diário De Uma Busca;Documentário
2011;Domingos;Documentário
2011;E Aí Hendrix?;Documentário
2011;Estrada Real Da Cachaça;Documentário
2011;Eu Eu Eu José Lewgoy;Documentário
2011;Família Braz – Dois Tempos;Documentário
2011;Filhos De João, Admirável Mundo Novo Baiano;Documentário
2011;Foo Fighters Back And Forth + Show Foo Fighters 3D;Documentário
2011;Glee 3D O Filme;Documentário
2011;Hubble 3D;Documentário
2011;Isto Não É Um Filme;Documentário
2011;Justin Bieber: Never Say Never;Documentário
2011;Leite E Ferro;Documentário
2011;Lixo Extraordinário;Documentário
2011;Mamonas Para Sempre;Documentário
2011;Marcha Da Vida;Documentário
2011;Morro Do Céu;Documentário
2011;Mulatas! Um Tufão Nos Quadris;Documentário
2011;Nana Caymmi Em Rio Sonata;Documentário
2011;O Gringo;Documentário
2011;O Mineiro E O Queijo;Documentário
2011;O Samba Que Mora Em Mim;Documentário
2011;Pacific;Documentário
2011;Passione;Documentário
2011;Porta A Porta – A Política Em Dois Tempos;Documentário
2011;Prova De Artista;Documentário
2011;Quebradeiras;Documentário
2011;Quebrando O Tabu;Documentário
2011;Rádio Nacional;Documentário
2011;Reidy – A Construção Da Utopia;Documentário
2011;Reino Dos Felinos;Documentário
2011;Restrepo;Documentário
2011;Rock Brasília - Era De Ouro;Documentário
2011;Sequestro;Documentário
2011;Solidão E Fé;Documentário
2011;Tancredo Neves - A Travessia;Documentário
2011;Top Models – Um Conto De Fadas Brasileiro;Documentário
2011;Trabalho Interno;Documentário
2011;Transcendendo Lynch;Documentário
2011;U2 3D;Documentário
2011;Ultimate Tahiti Wave;Documentário
2011;Vips - Histórias Reais De Um Mentiroso;Documentário
2011;Walachai;Documentário
2012;5 X Pacificação;Documentário
2012;A Música Segundo Tom Jobim;Documentário
2012;A Vida Em Um Dia;Documentário
2012;Anderson Silva: Como Água;Documentário
2012;Argus Montenegro E A Instabilidade Do Tempo Forte;Documentário
2012;Bullying;Documentário
2012;Clementina De Jesus - Rainha Quelé;Documentário
2012;Constantino;Documentário
2012;Construção;Documentário
2012;Coração Do Samba;Documentário
2012;Dino Cazzola - Uma Filmografia De Brasília;Documentário
2012;Espia Só;Documentário
2012;Expedicionários;Documentário
2012;Futuro Do Pretérito: Tropicalismo Now!;Documentário
2012;Hotxuá;Documentário
2012;Ibitipoca, Droba Pra Lá;Documentário
2012;Katy Perry: Part Of Me;Documentário
2012;Liv & Ingmar – Uma História De Amor;Documentário
2012;Livres Por Natureza;Documentário
2012;Luto Em Luta;Documentário
2012;Marcelo Yuka No Caminho Das Setas;Documentário
2012;Marighella;Documentário
2012;Memórias De Xangai;Documentário
2012;Muito Além Do Peso;Documentário
2012;O Contestado – Restos Mortais;Documentário
2012;O Liberdade;Documentário
2012;O Manuscrito Perdido;Documentário
2012;Onde A Coruja Dorme;Documentário
2012;Paralelo 10;Documentário
2012;Pina;Documentário
2012;Quem Se Importa?;Documentário
2012;Raul, O Início, O Fim E O Meio;Documentário
2012;Romance De Formação;Documentário
2012;Sagrado Segredo;Documentário
2012;Santos, 100 Anos De Futebol Arte;Documentário
2012;São Paulo Companhia De Dança;Documentário
2012;Soberano 2 – A Heróica Conquista Do Mundial De 2005;Documentário
2012;Sonhos Em Movimento;Documentário
2012;Testemunha 4;Documentário
2012;Tropicália;Documentário
2012;Uma Longa Viagem (2012);Documentário
2012;Vale Dos Esquecidos;Documentário
2012;Virando Bicho;Documentário
2012;Vou Rifar Meu Coração;Documentário
2013;A Alma Da Gente;Documentário
2013;A Batalha Do Passinho;Documentário
2013;A Cidade É Uma Só?;Documentário
2013;A Luz Do Tom;Documentário
2013;A Nave - Uma Viagem Com A Jazz Sinfônica De São Paulo;Documentário
2013;Amazônia Desconhecida;Documentário
2013;As Hiper Mulheres;Documentário
2013;Caverna Dos Sonhos Esquecidos;Documentário
2013;Cidade Cinza;Documentário
2013;Coração Do Brasil;Documentário
2013;Cuica De Santo Amaro;Documentário
2013;Dinheiro De Sangue;Documentário
2013;Doméstica;Documentário
2013;Dossiê Jango;Documentário
2013;Elena;Documentário
2013;Eu Respiro;Documentário
2013;Fla X Flu - 40 Minutos Antes Do Nada;Documentário
2013;Fora Do Figurino;Documentário
2013;Fragmentos De Paixão;Documentário
2013;Francisco Brennand;Documentário
2013;Hijab, Mulheres De Véu;Documentário
2013;Irmãs Jamais;Documentário
2013;Jorge Mautner - O Filho Do Holocausto;Documentário
2013;Kátia;Documentário
2013;Laura;Documentário
2013;Lira Paulistana E A Vanguarda Paulista;Documentário
2013;Mais Que Mel;Documentário
2013;Mais Uma Canção;Documentário
2013;Margaret Mee E A Flor Da Lua;Documentário
2013;Mataram Meu Irmão;Documentário
2013;Meu Amigo Claudia;Documentário
2013;Morro Dos Prazeres;Documentário
2013;Mulheres Africanas - A Rede Invisível;Documentário
2013;O Brasil Deu Certo. E Agora?;Documentário
2013;O Dia Que Durou 21 Anos;Documentário
2013;O Renascimento Do Parto - O Filme;Documentário
2013;Olhe Pra Mim De Novo;Documentário
2013;One Direction: This Is Us;Documentário
2013;Paulo Moura - Alma Brasileira;Documentário
2013;Por Que Você Partiu?;Documentário
2013;Por Trás Do Véu;Documentário
2013;Pra Lá Do Mundo;Documentário
2013;Pulmão Da Arquibancada;Documentário
2013;Qualé O Teu Negócio?;Documentário
2013;Raça;Documentário
2013;Rapsódia Armênia;Documentário
2013;Repare Bem;Documentário
2013;Santo Marcos, Goleiro De Placa;Documentário
2013;São Silvestre;Documentário
2013;Satyrianas, 78Horas Em 78 Min;Documentário
2013;Segredos Da Tribo;Documentário
2013;Serra Pelada – A Lenda Da Montanha De Ouro;Documentário
2013;Sibila;Documentário
2013;Sobral - O Homem Que Não Tinha Preço;Documentário
2013;Sorria, Você Esta Na Barra;Documentário
2013;Tokiori - Dobras Do Tempo;Documentário
2013;Xico Stockinger;Documentário
2014;12 De Junho De 1993 - O Dia Da Paixão Palmeirense;Documentário
2014;A Farra Do Circo;Documentário
2014;A História Do Homem Henry Sobel;Documentário
2014;A Imagem Que Falta;Documentário
2014;À Queima Roupa;Documentário
2014;Amazônia Eterna;Documentário
2014;Bernardes;Documentário
2014;Brincante;Documentário
2014;Cuba Libre;Documentário
2014;Democracia Em Preto E Branco;Documentário
2014;Dominguinhos;Documentário
2014;Em Busca De Iara;Documentário
2014;Em Busca De Um Lugar Comum;Documentário
2014;Esse Viver Ninguém Me Tira;Documentário
2014;Futebol De Várzea;Documentário
2014;Hélio Oiticica;Documentário
2014;Ilegal;Documentário
2014;Ilha Dos Lêmures: Madagascar;Documentário
2014;Imagine - Life Spent On The Edge;Documentário
2014;Junho;Documentário
2014;Justin Bieber'S Believe;Documentário
2014;Libertem Angela Davis;Documentário
2014;Memórias De Salinger;Documentário
2014;Meninos Da Vila - A Magia Dos Santos;Documentário
2014;Mentiras Sinceras;Documentário
2014;O Mercado De Notícias;Documentário
2014;O Vento Lá Fora;Documentário
2014;Olho Nu;Documentário
2014;Operários Da Bola;Documentário
2014;Os Dias Com Ele;Documentário
2014;Ozualdo Candeias E O Cinema;Documentário
2014;Remar É...;Documentário
2014;Rio Em Chamas;Documentário
2014;Sem Pena;Documentário
2014;Sementes Do Nosso Quintal;Documentário
2014;Setenta;Documentário
2014;Sobre Sete Ondas Verdes Espumantes;Documentário
2014;Sobrevivi Ao Holocausto;Documentário
2014;Sopro;Documentário
2014;Tarja Branca;Documentário
2014;Tim Lopes – História De Arcanjo;Documentário
2014;Uma Passagem Para Mário;Documentário
2015;5X Chico - O Velho E Sua Gente;Documentário
2015;A Lei Da Água;Documentário
2015;A Nação Que Não Esperou Por Deus;Documentário
2015;A Viagem De Yoani;Documentário
2015;A Vida Privada Dos Hipopótamos;Documentário
2015;Ai Weiwei: Sem Perdão;Documentário
2015;Amy;Documentário
2015;Aprendi A Jogar Com Você;Documentário
2015;Aqui Deste Lugar;Documentário
2015;Ato, Atalho E Vento;Documentário
2015;Awake - A Vida De Yogananda;Documentário
2015;Backstreet Boys: Show 'Em What You'Re Made Of;Documentário
2015;Betinho - A Esperança Equilibrista;Documentário
2015;Bikes Vs. Carros;Documentário
2015;Caminho De Volta;Documentário
2015;Campo De Jogo;Documentário
2015;Cássia Eller;Documentário
2015;Cativas - Presas Pelo Coração;Documentário
2015;Cauby - Começaria Tudo Outra Vez;Documentário
2015;Chico - Artista Brasileiro;Documentário
2015;Cidade De Deus - 10 Anos Depois;Documentário
2015;Circo Voador - A Nave;Documentário
2015;Cobain - Montage Of Heck;Documentário
2015;Damas Do Samba;Documentário
2015;De Gravata E Unha Vermelha;Documentário
2015;Dior E Eu;Documentário
2015;Eduardo Coutinho, 7 De Outubro;Documentário
2015;Eu Sou Ingrid Bergman;Documentário
2015;Filme Sobre Um Bom Fim;Documentário
2015;Get On Up - A História De James Brown;Documentário
2015;Guitarra Baiana: A Voz Do Carnaval;Documentário
2015;Hermógenes, Professor E Poeta Do Yoga;Documentário
2015;Homem Comum;Documentário
2015;Hysteria;Documentário
2015;Ídolo;Documentário
2015;Iván;Documentário
2015;Jia Zhang-Ke, Um Homem De Fenyang;Documentário
2015;Los Hermanos: Esse É Só O Começo Do Fim Da Nossa História;Documentário
2015;Malala;Documentário
2015;Marcas Da Água;Documentário
2015;Marina Abramovic: A Artista Está Presente;Documentário
2015;Meia Hora E As Manchetes Que Viram Manchete;Documentário
2015;Memórias Da Boca;Documentário
2015;Nick Cave - 20.000 Dias Na Terra;Documentário
2015;No Meio Do Rio, Entre As Árvores;Documentário
2015;Nostalgia Da Luz;Documentário
2015;O Dia Do Galo;Documentário
2015;O Fim De Uma Era;Documentário
2015;O Sal Da Terra;Documentário
2015;O Samba;Documentário
2015;O Último Poema;Documentário
2015;Olmo E A Gaivota;Documentário
2015;Orestes;Documentário
2015;Os Últimos Cangaceiros;Documentário
2015;Osvaldão;Documentário
2015;Ouro, Suor E Lágrimas;Documentário
2015;Passarinho Lá De Nova Iorque;Documentário
2015;Pauê – O Passo De Um Vencedor;Documentário
2015;Paysandu 100 Anos De Payxão;Documentário
2015;Piadeiros;Documentário
2015;Samba & Jazz;Documentário
